Origin,Destination,Mode,Distance (m),Duration (s),Traffic Duration (s),Timestamp,TTR,Day_Type,Temporal_Block,Day_Label ,Segment ,
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,2780,382,327,"2/21/2026, 11:15:56 PM",0.856020942,Normal Weekend,Off-Peak,Normal Weekend Baseline,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,2009,237,214,"2/21/2026, 11:15:56 PM",0.902953586,Normal Weekend,Off-Peak,Normal Weekend Baseline,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Market Junction, Anuradhapura",driving,4995,598,540,"2/21/2026, 11:15:56 PM",0.903010033,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Market Junction, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,1943,234,210,"2/21/2026, 11:15:56 PM",0.897435897,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"Market Junction, Anuradhapura","9C49+85P, Anuradhapura",driving,6140,824,617,"2/21/2026, 11:15:56 PM",0.748786408,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Market Junction, Anuradhapura ? 9C49+85P, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",driving,1693,217,180,"2/21/2026, 11:15:56 PM",0.829493088,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,1462,236,165,"2/21/2026, 11:15:56 PM",0.699152542,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1350,174,142,"2/21/2026, 11:15:56 PM",0.816091954,Normal Weekend,Off-Peak,Normal Weekend Baseline,"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,813,165,109,"2/21/2026, 11:15:56 PM",0.660606061,Normal Weekend,Off-Peak,Normal Weekend Baseline,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1718,290,208,"2/21/2026, 11:15:56 PM",0.717241379,Normal Weekend,Off-Peak,Normal Weekend Baseline,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"Hospital Roundabout, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5488,548,499,"2/21/2026, 11:15:56 PM",0.910583942,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Hospital Roundabout, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Hospital Roundabout, Anuradhapura","Wijayapura, Anuradhapura",driving,1866,272,244,"2/21/2026, 11:15:56 PM",0.897058824,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Hospital Roundabout, Anuradhapura ? Wijayapura, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1994,254,226,"2/21/2026, 11:15:56 PM",0.88976378,Normal Weekend,Off-Peak,Normal Weekend Baseline,"899X+44M, Unnamed Road, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Wijayapura, Anuradhapura",driving,2662,348,309,"2/21/2026, 11:15:56 PM",0.887931034,Normal Weekend,Off-Peak,Normal Weekend Baseline,"899X+44M, Unnamed Road, Anuradhapura ? Wijayapura, Anuradhapura",
"Wijayapura, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1577,212,198,"2/21/2026, 11:15:56 PM",0.933962264,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Wijayapura, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"Wijayapura, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5125,588,546,"2/21/2026, 11:15:56 PM",0.928571429,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Wijayapura, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Sravasthipura, Anuradhapura","89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",driving,3831,487,481,"2/21/2026, 11:30:56 PM",0.987679671,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Sravasthipura, Anuradhapura ? 89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",driving,4188,454,403,"2/21/2026, 11:30:56 PM",0.887665198,Normal Weekend,Off-Peak,Normal Weekend Baseline,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,3083,313,262,"2/21/2026, 11:30:56 PM",0.837060703,Normal Weekend,Off-Peak,Normal Weekend Baseline,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,2780,382,321,"2/21/2026, 11:30:56 PM",0.840314136,Normal Weekend,Off-Peak,Normal Weekend Baseline,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,2009,237,208,"2/21/2026, 11:30:56 PM",0.877637131,Normal Weekend,Off-Peak,Normal Weekend Baseline,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Market Junction, Anuradhapura",driving,4995,598,529,"2/21/2026, 11:30:56 PM",0.884615385,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Market Junction, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,1943,234,212,"2/21/2026, 11:30:56 PM",0.905982906,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"Market Junction, Anuradhapura","9C49+85P, Anuradhapura",driving,6140,824,609,"2/21/2026, 11:30:56 PM",0.73907767,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Market Junction, Anuradhapura ? 9C49+85P, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",driving,1693,217,176,"2/21/2026, 11:30:56 PM",0.811059908,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,1462,236,179,"2/21/2026, 11:30:56 PM",0.758474576,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1350,174,140,"2/21/2026, 11:30:56 PM",0.804597701,Normal Weekend,Off-Peak,Normal Weekend Baseline,"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,813,165,114,"2/21/2026, 11:30:56 PM",0.690909091,Normal Weekend,Off-Peak,Normal Weekend Baseline,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1718,290,218,"2/21/2026, 11:30:56 PM",0.751724138,Normal Weekend,Off-Peak,Normal Weekend Baseline,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"Hospital Roundabout, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5488,548,495,"2/21/2026, 11:30:56 PM",0.903284672,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Hospital Roundabout, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Hospital Roundabout, Anuradhapura","Wijayapura, Anuradhapura",driving,1866,272,241,"2/21/2026, 11:30:56 PM",0.886029412,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Hospital Roundabout, Anuradhapura ? Wijayapura, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1994,254,225,"2/21/2026, 11:30:56 PM",0.885826772,Normal Weekend,Off-Peak,Normal Weekend Baseline,"899X+44M, Unnamed Road, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Wijayapura, Anuradhapura",driving,2662,348,307,"2/21/2026, 11:30:56 PM",0.882183908,Normal Weekend,Off-Peak,Normal Weekend Baseline,"899X+44M, Unnamed Road, Anuradhapura ? Wijayapura, Anuradhapura",
"Wijayapura, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1577,212,197,"2/21/2026, 11:30:56 PM",0.929245283,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Wijayapura, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"Wijayapura, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5125,588,546,"2/21/2026, 11:30:56 PM",0.928571429,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Wijayapura, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Sravasthipura, Anuradhapura","89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",driving,3831,487,473,"2/21/2026, 11:45:56 PM",0.971252567,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Sravasthipura, Anuradhapura ? 89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",driving,4188,454,397,"2/21/2026, 11:45:56 PM",0.874449339,Normal Weekend,Off-Peak,Normal Weekend Baseline,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,3083,313,252,"2/21/2026, 11:45:56 PM",0.805111821,Normal Weekend,Off-Peak,Normal Weekend Baseline,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,2780,382,314,"2/21/2026, 11:45:56 PM",0.821989529,Normal Weekend,Off-Peak,Normal Weekend Baseline,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,2009,237,205,"2/21/2026, 11:45:56 PM",0.864978903,Normal Weekend,Off-Peak,Normal Weekend Baseline,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Market Junction, Anuradhapura",driving,4995,598,513,"2/21/2026, 11:45:56 PM",0.857859532,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Market Junction, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,1943,234,212,"2/21/2026, 11:45:56 PM",0.905982906,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"Market Junction, Anuradhapura","9C49+85P, Anuradhapura",driving,6140,824,598,"2/21/2026, 11:45:56 PM",0.725728155,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Market Junction, Anuradhapura ? 9C49+85P, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",driving,1693,217,174,"2/21/2026, 11:45:56 PM",0.801843318,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,1462,236,153,"2/21/2026, 11:45:56 PM",0.648305085,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1350,174,140,"2/21/2026, 11:45:56 PM",0.804597701,Normal Weekend,Off-Peak,Normal Weekend Baseline,"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,813,165,83,"2/21/2026, 11:45:56 PM",0.503030303,Normal Weekend,Off-Peak,Normal Weekend Baseline,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1718,290,238,"2/21/2026, 11:45:56 PM",0.820689655,Normal Weekend,Off-Peak,Normal Weekend Baseline,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"Hospital Roundabout, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5488,548,496,"2/21/2026, 11:45:56 PM",0.905109489,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Hospital Roundabout, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Hospital Roundabout, Anuradhapura","Wijayapura, Anuradhapura",driving,1866,272,241,"2/21/2026, 11:45:56 PM",0.886029412,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Hospital Roundabout, Anuradhapura ? Wijayapura, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1994,254,216,"2/21/2026, 11:45:56 PM",0.850393701,Normal Weekend,Off-Peak,Normal Weekend Baseline,"899X+44M, Unnamed Road, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Wijayapura, Anuradhapura",driving,2662,348,300,"2/21/2026, 11:45:56 PM",0.862068966,Normal Weekend,Off-Peak,Normal Weekend Baseline,"899X+44M, Unnamed Road, Anuradhapura ? Wijayapura, Anuradhapura",
"Wijayapura, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1577,212,196,"2/21/2026, 11:45:56 PM",0.924528302,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Wijayapura, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"Wijayapura, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5125,588,544,"2/21/2026, 11:45:56 PM",0.925170068,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Wijayapura, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Sravasthipura, Anuradhapura","89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",driving,3831,487,481,"2/22/2026, 12:00:55 AM",0.987679671,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Sravasthipura, Anuradhapura ? 89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",driving,4188,454,405,"2/22/2026, 12:00:55 AM",0.892070485,Normal Weekend,Off-Peak,Normal Weekend Baseline,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,3083,313,238,"2/22/2026, 12:00:55 AM",0.760383387,Normal Weekend,Off-Peak,Normal Weekend Baseline,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,2780,382,301,"2/22/2026, 12:00:55 AM",0.787958115,Normal Weekend,Off-Peak,Normal Weekend Baseline,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,2009,237,200,"2/22/2026, 12:00:55 AM",0.843881857,Normal Weekend,Off-Peak,Normal Weekend Baseline,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Market Junction, Anuradhapura",driving,4995,598,514,"2/22/2026, 12:00:55 AM",0.859531773,Normal Weekend,Off-Peak,Normal Weekend Baseline,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Market Junction, Anuradhapura",
