Origin,Destination,Mode,Distance (m),Duration (s),Traffic Duration (s),Timestamp,TTR,Day_Type,Temporal_Block,Day_Label ,Segment ,
"Market Junction, Anuradhapura","9C49+85P, Anuradhapura",driving,6539,755,791,"2/17/2026, 1:30:56 PM",1.047682119,Normal Week,Midday Plateau,Normal Week,"Market Junction, Anuradhapura ? 9C49+85P, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",driving,1693,217,243,"2/17/2026, 1:30:56 PM",1.119815668,Normal Week,Midday Plateau,Normal Week,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,1462,236,299,"2/17/2026, 1:30:56 PM",1.266949153,Normal Week,Midday Plateau,Normal Week,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1350,174,197,"2/17/2026, 1:30:56 PM",1.132183908,Normal Week,Midday Plateau,Normal Week,"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,813,165,206,"2/17/2026, 1:30:56 PM",1.248484848,Normal Week,Midday Plateau,Normal Week,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1756,291,310,"2/17/2026, 1:30:56 PM",1.065292096,Normal Week,Midday Plateau,Normal Week,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"Hospital Roundabout, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5488,548,571,"2/17/2026, 1:30:56 PM",1.041970803,Normal Week,Midday Plateau,Normal Week,"Hospital Roundabout, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Hospital Roundabout, Anuradhapura","Wijayapura, Anuradhapura",driving,1866,272,285,"2/17/2026, 1:30:56 PM",1.047794118,Normal Week,Midday Plateau,Normal Week,"Hospital Roundabout, Anuradhapura ? Wijayapura, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1994,254,250,"2/17/2026, 1:30:56 PM",0.984251969,Normal Week,Midday Plateau,Normal Week,"899X+44M, Unnamed Road, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Wijayapura, Anuradhapura",driving,2662,348,337,"2/17/2026, 1:30:56 PM",0.968390805,Normal Week,Midday Plateau,Normal Week,"899X+44M, Unnamed Road, Anuradhapura ? Wijayapura, Anuradhapura",
"Wijayapura, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1577,212,205,"2/17/2026, 1:30:56 PM",0.966981132,Normal Week,Midday Plateau,Normal Week,"Wijayapura, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"Wijayapura, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5125,588,601,"2/17/2026, 1:30:56 PM",1.022108844,Normal Week,Midday Plateau,Normal Week,"Wijayapura, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Sravasthipura, Anuradhapura","89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",driving,3831,487,497,"2/17/2026, 1:45:56 PM",1.020533881,Normal Week,Midday Plateau,Normal Week,"Sravasthipura, Anuradhapura ? 89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",driving,4188,454,439,"2/17/2026, 1:45:56 PM",0.966960352,Normal Week,Midday Plateau,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,3232,319,331,"2/17/2026, 1:45:56 PM",1.037617555,Normal Week,Midday Plateau,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,2780,382,460,"2/17/2026, 1:45:56 PM",1.204188482,Normal Week,Midday Plateau,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,2009,237,274,"2/17/2026, 1:45:56 PM",1.156118143,Normal Week,Midday Plateau,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Market Junction, Anuradhapura",driving,4995,598,634,"2/17/2026, 1:45:56 PM",1.060200669,Normal Week,Midday Plateau,Normal Week,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Market Junction, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,1943,234,259,"2/17/2026, 1:45:56 PM",1.106837607,Normal Week,Midday Plateau,Normal Week,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"Market Junction, Anuradhapura","9C49+85P, Anuradhapura",driving,6539,755,780,"2/17/2026, 1:45:56 PM",1.033112583,Normal Week,Midday Plateau,Normal Week,"Market Junction, Anuradhapura ? 9C49+85P, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",driving,1693,217,229,"2/17/2026, 1:45:56 PM",1.055299539,Normal Week,Midday Plateau,Normal Week,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,1462,236,301,"2/17/2026, 1:45:56 PM",1.275423729,Normal Week,Midday Plateau,Normal Week,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1350,174,189,"2/17/2026, 1:45:56 PM",1.086206897,Normal Week,Midday Plateau,Normal Week,"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,813,165,195,"2/17/2026, 1:45:56 PM",1.181818182,Normal Week,Midday Plateau,Normal Week,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1756,291,319,"2/17/2026, 1:45:56 PM",1.096219931,Normal Week,Midday Plateau,Normal Week,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"Hospital Roundabout, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5488,548,580,"2/17/2026, 1:45:56 PM",1.058394161,Normal Week,Midday Plateau,Normal Week,"Hospital Roundabout, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Hospital Roundabout, Anuradhapura","Wijayapura, Anuradhapura",driving,1866,272,285,"2/17/2026, 1:45:56 PM",1.047794118,Normal Week,Midday Plateau,Normal Week,"Hospital Roundabout, Anuradhapura ? Wijayapura, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1994,254,247,"2/17/2026, 1:45:56 PM",0.972440945,Normal Week,Midday Plateau,Normal Week,"899X+44M, Unnamed Road, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Wijayapura, Anuradhapura",driving,2662,348,335,"2/17/2026, 1:45:56 PM",0.962643678,Normal Week,Midday Plateau,Normal Week,"899X+44M, Unnamed Road, Anuradhapura ? Wijayapura, Anuradhapura",
"Wijayapura, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1577,212,206,"2/17/2026, 1:45:56 PM",0.971698113,Normal Week,Midday Plateau,Normal Week,"Wijayapura, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"Wijayapura, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5029,564,580,"2/17/2026, 1:45:56 PM",1.028368794,Normal Week,Midday Plateau,Normal Week,"Wijayapura, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Sravasthipura, Anuradhapura","89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",driving,3831,487,499,"2/17/2026, 2:00:56 PM",1.024640657,Normal Week,Midday Plateau,Normal Week,"Sravasthipura, Anuradhapura ? 89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",driving,4188,454,433,"2/17/2026, 2:00:56 PM",0.953744493,Normal Week,Midday Plateau,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,3083,313,321,"2/17/2026, 2:00:56 PM",1.025559105,Normal Week,Midday Plateau,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,2780,382,436,"2/17/2026, 2:00:56 PM",1.141361257,Normal Week,Midday Plateau,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,2009,237,255,"2/17/2026, 2:00:56 PM",1.075949367,Normal Week,Midday Plateau,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Market Junction, Anuradhapura",driving,4995,598,614,"2/17/2026, 2:00:56 PM",1.026755853,Normal Week,Midday Plateau,Normal Week,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Market Junction, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,1943,234,247,"2/17/2026, 2:00:56 PM",1.055555556,Normal Week,Midday Plateau,Normal Week,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"Market Junction, Anuradhapura","9C49+85P, Anuradhapura",driving,6539,755,765,"2/17/2026, 2:00:56 PM",1.013245033,Normal Week,Midday Plateau,Normal Week,"Market Junction, Anuradhapura ? 9C49+85P, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",driving,1693,217,221,"2/17/2026, 2:00:56 PM",1.01843318,Normal Week,Midday Plateau,Normal Week,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,1462,236,293,"2/17/2026, 2:00:56 PM",1.241525424,Normal Week,Midday Plateau,Normal Week,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1350,174,188,"2/17/2026, 2:00:56 PM",1.08045977,Normal Week,Midday Plateau,Normal Week,"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,813,165,183,"2/17/2026, 2:00:56 PM",1.109090909,Normal Week,Midday Plateau,Normal Week,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1756,291,310,"2/17/2026, 2:00:56 PM",1.065292096,Normal Week,Midday Plateau,Normal Week,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"Hospital Roundabout, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5488,548,571,"2/17/2026, 2:00:56 PM",1.041970803,Normal Week,Midday Plateau,Normal Week,"Hospital Roundabout, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Hospital Roundabout, Anuradhapura","Wijayapura, Anuradhapura",driving,1866,272,277,"2/17/2026, 2:00:56 PM",1.018382353,Normal Week,Midday Plateau,Normal Week,"Hospital Roundabout, Anuradhapura ? Wijayapura, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1994,254,244,"2/17/2026, 2:00:56 PM",0.960629921,Normal Week,Midday Plateau,Normal Week,"899X+44M, Unnamed Road, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Wijayapura, Anuradhapura",driving,2662,348,331,"2/17/2026, 2:00:56 PM",0.951149425,Normal Week,Midday Plateau,Normal Week,"899X+44M, Unnamed Road, Anuradhapura ? Wijayapura, Anuradhapura",
"Wijayapura, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1577,212,205,"2/17/2026, 2:00:56 PM",0.966981132,Normal Week,Midday Plateau,Normal Week,"Wijayapura, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"Wijayapura, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5029,564,577,"2/17/2026, 2:00:56 PM",1.023049645,Normal Week,Midday Plateau,Normal Week,"Wijayapura, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Sravasthipura, Anuradhapura","89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",driving,3831,487,500,"2/17/2026, 2:15:56 PM",1.026694045,Normal Week,Midday Plateau,Normal Week,"Sravasthipura, Anuradhapura ? 89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",driving,4188,454,424,"2/17/2026, 2:15:56 PM",0.933920705,Normal Week,Midday Plateau,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,3083,313,306,"2/17/2026, 2:15:56 PM",0.977635783,Normal Week,Midday Plateau,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,2780,382,415,"2/17/2026, 2:15:56 PM",1.086387435,Normal Week,Midday Plateau,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,2009,237,243,"2/17/2026, 2:15:56 PM",1.025316456,Normal Week,Midday Plateau,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Market Junction, Anuradhapura",driving,4995,598,615,"2/17/2026, 2:15:56 PM",1.028428094,Normal Week,Midday Plateau,Normal Week,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Market Junction, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,1943,234,242,"2/17/2026, 2:15:56 PM",1.034188034,Normal Week,Midday Plateau,Normal Week,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"Market Junction, Anuradhapura","9C49+85P, Anuradhapura",driving,6539,755,747,"2/17/2026, 2:15:56 PM",0.989403974,Normal Week,Midday Plateau,Normal Week,"Market Junction, Anuradhapura ? 9C49+85P, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",driving,1693,217,216,"2/17/2026, 2:15:56 PM",0.995391705,Normal Week,Midday Plateau,Normal Week,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,1462,236,275,"2/17/2026, 2:15:56 PM",1.165254237,Normal Week,Midday Plateau,Normal Week,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1477,183,184,"2/17/2026, 2:15:56 PM",1.005464481,Normal Week,Midday Plateau,Normal Week,"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,813,165,184,"2/17/2026, 2:15:56 PM",1.115151515,Normal Week,Midday Plateau,Normal Week,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1756,291,296,"2/17/2026, 2:15:56 PM",1.017182131,Normal Week,Midday Plateau,Normal Week,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"Hospital Roundabout, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5488,548,565,"2/17/2026, 2:15:56 PM",1.031021898,Normal Week,Midday Plateau,Normal Week,"Hospital Roundabout, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Hospital Roundabout, Anuradhapura","Wijayapura, Anuradhapura",driving,1866,272,278,"2/17/2026, 2:15:56 PM",1.022058824,Normal Week,Midday Plateau,Normal Week,"Hospital Roundabout, Anuradhapura ? Wijayapura, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1994,254,237,"2/17/2026, 2:15:56 PM",0.933070866,Normal Week,Midday Plateau,Normal Week,"899X+44M, Unnamed Road, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Wijayapura, Anuradhapura",driving,2662,348,321,"2/17/2026, 2:15:56 PM",0.922413793,Normal Week,Midday Plateau,Normal Week,"899X+44M, Unnamed Road, Anuradhapura ? Wijayapura, Anuradhapura",
"Wijayapura, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1577,212,206,"2/17/2026, 2:15:56 PM",0.971698113,Normal Week,Midday Plateau,Normal Week,"Wijayapura, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"Wijayapura, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5029,564,568,"2/17/2026, 2:15:56 PM",1.007092199,Normal Week,Midday Plateau,Normal Week,"Wijayapura, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Sravasthipura, Anuradhapura","89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",driving,3831,487,498,"2/17/2026, 2:30:56 PM",1.022587269,Normal Week,Midday Plateau,Normal Week,"Sravasthipura, Anuradhapura ? 89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",driving,4188,454,422,"2/17/2026, 2:30:56 PM",0.929515419,Normal Week,Midday Plateau,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,3083,313,301,"2/17/2026, 2:30:56 PM",0.961661342,Normal Week,Midday Plateau,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,2780,382,428,"2/17/2026, 2:30:56 PM",1.120418848,Normal Week,Midday Plateau,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,2009,237,241,"2/17/2026, 2:30:56 PM",1.016877637,Normal Week,Midday Plateau,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Market Junction, Anuradhapura",driving,4995,598,596,"2/17/2026, 2:30:56 PM",0.996655518,Normal Week,Midday Plateau,Normal Week,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Market Junction, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,1943,234,241,"2/17/2026, 2:30:56 PM",1.02991453,Normal Week,Midday Plateau,Normal Week,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"Market Junction, Anuradhapura","9C49+85P, Anuradhapura",driving,6539,755,727,"2/17/2026, 2:30:56 PM",0.962913907,Normal Week,Midday Plateau,Normal Week,"Market Junction, Anuradhapura ? 9C49+85P, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",driving,1693,217,207,"2/17/2026, 2:30:56 PM",0.953917051,Normal Week,Midday Plateau,Normal Week,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,1462,236,276,"2/17/2026, 2:30:56 PM",1.169491525,Normal Week,Midday Plateau,Normal Week,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1350,174,175,"2/17/2026, 2:30:56 PM",1.005747126,Normal Week,Midday Plateau,Normal Week,"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,813,165,201,"2/17/2026, 2:30:56 PM",1.218181818,Normal Week,Midday Plateau,Normal Week,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1756,291,307,"2/17/2026, 2:30:56 PM",1.054982818,Normal Week,Midday Plateau,Normal Week,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"Hospital Roundabout, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5488,548,539,"2/17/2026, 2:30:56 PM",0.983576642,Normal Week,Midday Plateau,Normal Week,"Hospital Roundabout, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Hospital Roundabout, Anuradhapura","Wijayapura, Anuradhapura",driving,1866,272,258,"2/17/2026, 2:30:56 PM",0.948529412,Normal Week,Midday Plateau,Normal Week,"Hospital Roundabout, Anuradhapura ? Wijayapura, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1994,254,240,"2/17/2026, 2:30:56 PM",0.94488189,Normal Week,Midday Plateau,Normal Week,"899X+44M, Unnamed Road, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Wijayapura, Anuradhapura",driving,2662,348,325,"2/17/2026, 2:30:56 PM",0.933908046,Normal Week,Midday Plateau,Normal Week,"899X+44M, Unnamed Road, Anuradhapura ? Wijayapura, Anuradhapura",
